compound|predicate|object|pmid
Exendin-4|treats|symptoms|24101584
Exendin-4|treats|tumor growth|24101584
Exendin-4|treats|cachexia|24101584
Exendin-4|treats|cancer cachexia|24101584
exenatide|affects|clotting|24107779
drug combinations|inhibits|serious adverse events|24107779
drugs|treats|serious adverse events|24107779
drug combinations|treats|adverse event|24107779
Basal insulin|treats|patients|24113668
Basal insulin|treats|poor glycemic control|24113668
b-INS|treats|patients|24113668
b-INS|treats|type 2 diabetes mellitus|24113668
insulin glargine|compared_with|insulin detemir|24113668
b-INS|compared_with|b-INS|24113668
b-INS|treats|adverse events|24113668
metformin|treats|patients|24113668
metformin|treats|poor glycemic control|24113668
Exenatide|compared_with|basal insulin|24113668
exenatide|isa|antidiabetic peptide drug|24114868
exendin-4|treats|diabetes|24140611
agonists|treats|type 2 diabetes mellitus|24156868
GLP-1 RAs|affects|glucose homeostasis|24156868
GLP-1 RAs|affects|parameters|24156868
liraglutide|compared_with|exenatide|24156868
exenatide|coexists_with|FPG|24156868
GLP-1 RAs|stimulates|GLP-1 RAs|24156868
GLP-1|causes|tachyphylaxis|24156868
liraglutide|inhibits|glucagon|24156868
exenatide|treats|T2DM|24156868
exenatide|treats|individuals|24156868
agonists|treats|individuals|24156868
Exendin-4|stimulates|glucagon-like peptide-1 receptor|24201448
Ex-4|affects|hippocampus|24201448
Ex-4|affects|neurons|24201448
Ex-4|affects|cell line|24201448
GLP-1R|disrupts|neurons|24201448
GLP-1R|disrupts|cell line|24201448
exendin-4|associated_with|transient global ischemia|24201448
agonists|treats|weight loss|24249759
agonists|causes|weight loss|24249759
exenatide|interacts_with|agonists|24249759
liraglutide|interacts_with|agonists|24249759
liraglutide|causes|weight loss|24249759
agonists|treats|patients|24249759
agonists|treats|type 2 diabetes mellitus|24263424
liraglutide|treats|patients|24263424
GLP-1|affects|weight loss|24263424
Exendin-4|augments|apoptosis|24351817
oxaliplatin|treats|subcutaneous tumors|24351817
therapeutic agents|treats|diabetes mellitus|24353307
exenatide|affects|diabetes|24353307
exenatide|treats|rats|24353307
fragments|part_of|pancreatic|24353307
GLP1 receptor|augments|pancreas|24353307
insulin|administered_to|patients|24369764
exenatide|administered_to|patients|24369764
exenatide|affects|vascular endothelial injury|24371833
glucose|causes|injury|24371833
glucose|stimulates|inducible nitric oxide synthase|24371833
exenatide|disrupts|stress|24371833
exenatide|interacts_with|blood glucose|24402015
metformin|treats|Patients|24402015
exenatide|treats|Patients|24402015
metformin|treats|NAFLD|24402015
Exenatide|treats|type 2 diabetes|24402015
Exenatide|isa|incretin|24558765
exendin-4|compared_with|exendin-4|24565847
exendin-4|lower_than|exendin-4|24565847
glucose|disrupts|food intake|24565847
drug|treats|type 2 diabetes|24565847
exenatide|interacts_with|exenatide|24584550
exenatide|isa|drug|24584550
drug|interacts_with|exenatide|24584550
exenatide|administered_to|patients|24584550
exenatide|augments|hyperglycemia|24800522
drugs|treats|breakthrough pain|11000661
Conantokin-G|associated_with|cerebral ischemia|16112094
NMDA receptor antagonist|affects|depolarizations|16112094
NMDA receptor antagonist|affects|injury|16112094
anticoagulant|treats|patients|11504572
anticoagulant|treats|ACS|11504572
anticoagulant|treats|HIT|11504572
direct thrombin inhibitors|treats|patients|11504572
direct thrombin inhibitors|isa|anticoagulant|11504572
direct thrombin inhibitors|treats|HIT|11504572
PCI|associated_with|ACS|11504572
direct thrombin inhibitor|compared_with|UFH|15282656
venom|associated_with|pathogenesis|17324135
venom|part_of|rats|17324135
melatonin|treats|control groups|17324135
melatonin|treats|rats|17324135
Melatonin|treats|rats|17324135
venom|administered_to|Wistar rats|19663823
saline|isa|injections|19663823
saline|uses|saline|19663823
saline|administered_to|cohorts|19663823
Rho|affects|parameters|19663823
venom|causes|inflammatory response|18687300
F(ab|disrupts|leukocytosis|18687300
Cilengitide|inhibits|alphavbeta5 integrin|16729916
Cilengitide|inhibits|EMD121974|16729916
Integrins|isa|cell surface receptors|16729916
integrins|augments|apoptosis|16729916
integrins|associated_with|metastases|16729916
basic fibroblast growth factor|predisposes|neovascularization|16729916
vascular endothelial growth factor|predisposes|neovascularization|16729916
cilengitide|inhibits|basic fibroblast growth factor|16729916
Cilengitide|disrupts|tumor growth|16729916
cilengitide|treats|patients|16729916
cilengitide|treats|prostate cancer|16729916
cilengitide|treats|metastatic prostate cancer|16729916
cilengitide|treats|asymptomatic|16729916
gemcitabine|treats|patients|17156477
gemcitabine|compared_with|gemcitabine|17156477
gemcitabine|treats|unresectable pancreatic cancer|17156477
Cilengitide|isa|angiogenesis inhibitor|17156477
Cilengitide|neg_interacts_with|gemcitabine|17156477
Cilengitide|associated_with|unresectable pancreatic cancer|17156477
Mojave toxin|coexists_with|venom|22316204
Mojave toxin|part_of|authors|22316204
SNX-111|disrupts|voltage-sensitive calcium channels|10666519
ziconotide|affects|heat hyperalgesia|10666519
ziconotide|neg_affects|pain thresholds|10666519
ziconotide|compared_with|morphine|10666519
ziconotide|higher_than|morphine|10666519
formalin|inhibits|N-type calcium-channel|10692631
ziconotide|associated_with|cancer|10692631
calcium channel blocker|disrupts|neurotransmitter release|15212625
Ziconotide|isa|calcium channel blocker|15212625
calcium channel blocker|affects|primary nociceptive afferents|15212625
Ziconotide|disrupts|neurotransmitter release|15212625
Ziconotide|affects|primary nociceptive afferents|15212625
ziconotide|administered_to|patients|15212625
ziconotide|treats|refractory pain|15212625
calcium|stimulates|voltage-gated calcium channels|16489373
drugs|affects|pain|16489373
drugs|affects|calcium channel activity|16489373
ziconotide|administered_to|patients|16503720
Ziconotide|treats|severe chronic pain|16503720
ziconotide|associated_with|pain|16716870
ziconotide|isa|nonopioid analgesic|16716870
ziconotide|treats|adults|16716870
ziconotide|treats|severe chronic pain|16716870
ziconotide|treats|severe chronic pain|16849624
ziconotide|treats|chronic pain|16849624
Ziconotide|isa|calcium-channel blocker|16849624
Ziconotide|predisposes|meningitis|16849624
morphine|treats|severe chronic pain|16849624
Ziconotide|isa|treatment|16849624
ziconotide|isa|pain therapies|16849624
ziconotide|treats|refractory chronic pain|16849624
analgesic|treats|chronic intractable pain|17063978
Ziconotide|isa|toxin|17063978
Ziconotide|causes|analgesia|17063978
Ziconotide|compared_with|placebo|17063978
Ziconotide|isa|treatment|17063978
Ziconotide|higher_than|placebo|17063978
ziconotide|isa|analgesic|17063978
calcium channel blocker|treats|severe chronic pain|17063978
Ziconotide|treats|chronic pain|17078783
Ziconotide|isa|treatment|17078783
Ziconotide|treats|severe chronic pain|17078783
Ziconotide|inhibits|N-type calcium channels|17078783
ziconotide|treats|patients|17078783
Ziconotide|isa|analgesic|17078783
nonopioid intrathecal analgesic|treats|chronic pain|17078783
Ziconotide|isa|peptide|17131701
peptide|coexists_with|poison|17131701
Ziconotide|coexists_with|poison|17131701
Ziconotide|inhibits|N-type calcium channels|17131701
drug|treats|severe chronic pain|17131701
ziconotide|isa|analgesic|18685354
creatine kinase|stimulates|creatine kinase|18715748
ziconotide|treats|chronic pain|18715748
opioids|treats|pain|19500276
opioids|treats|severe chronic pain|19500276
Ziconotide|isa|nonopioid analgesic|19500276
ziconotide|treats|patients|19500276
ziconotide|treats|CRPS|19500276
ziconotide|treats|complex regional pain syndrome|19500276
ziconotide|treats|severe chronic pain|19563256
ziconotide|compared_with|supportive care|19563256
Ziconotide|treats|patients|19563256
nonopioid intrathecal (IT) analgesic|treats|patients|19682321
nonopioid intrathecal (IT) analgesic|treats|neuropathic pain|19682321
Ziconotide|isa|nonopioid intrathecal (IT) analgesic|19682321
Ziconotide|treats|patients|19682321
ziconotide|treats|neuropathic pain|19682321
ziconotide|affects|AEs|19682321
drugs|treats|patients|19682321
drugs|treats|neuropathic pain|19682321
Ziconotide|treats|severe chronic pain|20119460
nonopioid intrathecal analgesic|treats|severe chronic pain|20119460
Ziconotide|isa|nonopioid intrathecal analgesic|20119460
ziconotide|prevents|pain|20413151
Ziconotide|treats|severe chronic pain|20413151
ziconotide|treats|pain|21041028
Ziconotide|treats|chronic pain|21267038
Ziconotide|isa|therapy|21267038
ziconotide|treats|Patients|21267038
drugs|interacts_with|calcium channels|21740292
Ziconotide|inhibits|N-type neuronal voltage-sensitive calcium channels|21992243
ziconotide|part_of|patients|21992243
ziconotide|associated_with|panic disorder|21992243
Ziconotide|inhibits|N-type calcium channels|22748108
Ziconotide|isa|peptide|22748108
peptide|inhibits|N-type calcium channels|22748108
ziconotide|treats|dog|22748108
ziconotide|compared_with|inulin|22748108
ziconotide|higher_than|inulin|22748108
gabapentin|treats|mice|24369063
ziconotide|treats|mice|24369063
analgesic|stimulates|ziconotide|24369063
venom|inhibits|ion channels|15279578
peptides|coexists_with|venom|15279578
conotoxins|inhibits|nicotinic acetylcholine receptors|15279578
sodium channel|part_of|cell types|15578999
sodium channel|part_of|tissues|15578999
toxins|interacts_with|sodium channels|15578999
Conotoxins|isa|toxins|17640618
toxins|inhibits|sodium channels|21419143
peptides|coexists_with|venoms|22204425
drug|treats|pain|22204425
Xen2174|treats|neuropathic pain|22204425
Integrins alpha v beta 3|associated_with|tumor growth|16863930
Cilengitide|augments|cells|16863930
alpha v beta 3 integrin|coexists_with|endothelial|16863930
alpha v beta 3 integrin|coexists_with|Cilengitide|16863930
C-type lectin|interacts_with|integrin|17323383
lectin|disrupts|angiogenesis|17323383
MCF-7|disrupts|growth|22349023
analgesics|treats|pain|19640231
peptides|causes|cell degranulation|21971370
therapeutic agents|interacts_with|ion-channel|11476408
pesticides|interacts_with|ion-channel|11476408
Lhcgr|part_of|Transgenic mice|19261682
H-CGbeta-c|part_of|adrenal tumors|19261682
H-CGbeta-c|inhibits|GnRH-a|19261682
H-CGbeta-c|disrupts|tumor cells|19261682
H-CGbeta-c|inhibits|gonadotropin|19261682
T antigen|part_of|Simian Virus 40|19261682
T antigen|part_of|transgenic mice|19261682
Hecate-CGbeta|treats|transgenic mice|19261682
T antigen|interacts_with|Hecate-CGbeta|19261682
Hecate-CGbeta|disrupts|cells|12779076
estrogen|stimulates|Hecate-CGbeta|12779076
LHRH|treats|nude mice|17382461
drugs|affects|sensitivity|17382461
FSH|interacts_with|drugs|17382461
FSH|interacts_with|LH/CG receptor|17382461
LH/CG receptor|isa|drugs|17382461
cardiotoxin|isa|injection|12477723
venom|part_of|mice|12575843
venom|associated_with|suicide attempt|16553103
crotalidae polyvalent immune Fab|isa|antivenom|20920516
CroFab|isa|Antivenom|22963729
Crotalidae Polyvalent Immune Fab|isa|Antivenom|22963729
lysines|interacts_with|DNA|12666187
EMD 121974|inhibits|integrins alphavbeta3|12706360
Cilengitide|treats|patients|12706360
Cilengitide|treats|solid tumours|12706360
cilengitide|inhibits|integrin|12901235
Integrins|isa|cell surface adhesion molecules|16507218
receptors|affects|cell migration|16507218
Cilengitide|isa|angiogenesis inhibitor|17277694
Cilengitide|treats|mice|17277694
cilengitide|treats|patients|17470857
cilengitide|treats|malignant glioma|17470857
cilengitide|administered_to|Patients|17470857
cilengitide|isa|antiangiogenesis agent|18281665
EMD 121974|inhibits|integrin|18281665
cilengitide|administered_to|children|18281665
cilengitide|treats|children|18281665
cilengitide|treats|brain tumors|18281665
Integrins|part_of|GBM|18616418
Cilengitide|inhibits|alphavbeta5 integrin|18616418
cilengitide|treats|GBM|18616418
Cilengitide|treats|glioblastoma multiforme|18616418
alphavbeta5 integrin|administered_to|adults|18981465
Cilengitide|administered_to|adults|18981465
cilengitide|treats|patients|18981465
cilengitide|treats|GBM|18981465
aspartic acid|associated_with|glioblastoma multiforme|18981465
cilengitide|isa|antiangiogenic agent|19114005
cilengitide|disrupts|integrin binding|19114005
Integrins|part_of|malignant glioma|19114005
cilengitide|interacts_with|endothelial|19114005
cilengitide|part_of|cells|19114005
promotor|part_of|cells|19114005
endothelial|disrupts|phosphorylation|19114005
cilengitide|disrupts|phosphorylation|19114005
Cilengitide|causes|apoptosis|19114005
endothelial|inhibits|integrin|19114005
Cilengitide|coexists_with|endothelial|19114005
Integrins|associated_with|prostate cancer metastasis|20336348
cilengitide|treats|patients|20336348
Cilengitide|interacts_with|favor|20336348
Cilengitide|treats|patients|20336348
Cilengitide|treats|metastatic castration resistant prostate cancer|20336348
temozolomide|treats|glioblastoma|20371685
cilengitide|associated_with|glioblastoma|20439646
cilengitide|treats|Patients|20439646
cilengitide|treats|patients|20439646
cilengitide|treats|glioblastoma|20439646
cilengitide|compared_with|MGMT|20439646
cilengitide|affects|bone metastases|20648558
cilengitide|treats|bone metastases|20648558
cilengitide|treats|rats|20648558
Cilengitide|disrupts|bone metastases|20648558
EMD121974|inhibits|integrin|20839028
Cilengitide|associated_with|malignant gliomas|20839028
cilengitide|treats|patients|20839028
cilengitide|treats|solid tumors|20839028
Integrins|associated_with|prostate cancer bone metastases|21049281
integrins|associated_with|metastatic castration resistant prostate cancer|21049281
cilengitide|treats|patients|21049281
cilengitide|treats|metastatic castration resistant prostate cancer|21049281
integrin alphaVbeta5|associated_with|lung metastasis|21636344
Cilengitide|prevents|lung metastasis|21636344
cilengitide|treats|patients|21739168
cilengitide|treats|glioblastoma|21739168
cilengitide|administered_to|Patients|21739168
cilengitide|associated_with|glioblastoma|21739168
Cilengitide|treats|patients|21739168
Cilengitide|treats|glioblastoma|21739168
cilengitide|affects|cells|21788343
Cilengitide|causes|autophagy|21788343
cilengitide|part_of|GSCs|21788343
cilengitide|causes|autophagy|21788343
Cilengitide|causes|autophagy-mediated cell death|21788343
Cilengitide|inhibits|integrin|22517399
temozolomide|treats|patients|22517399
temozolomide|treats|glioblastoma multiforme|22517399
cilengitide|part_of|patients|22517399
cilengitide|treats|run|22517399
Cilengitide|treats|patients|22517399
EMD 121974|inhibits|integrins alphavbeta3|22668797
Cilengitide|treats|metastatic melanoma|22668797
cilengitide|treats|patients|22668797
cilengitide|treats|metastatic melanoma|22668797
docetaxel|treats|patients|22752690
docetaxel|treats|non-small-cell lung cancer|22752690
EMD 121974|inhibits|integrins alphaVbeta3|22752690
integrins alphaVbeta3|part_of|cell-surface|22752690
cilengitide|treats|patients|22752690
cilengitide|treats|non-small-cell lung cancer|22752690
cilengitide|compared_with|docetaxel|22752690
Integrins|part_of|tumor cells|22976135
integrins|disrupts|tumor growth|22976135
alphavbeta5 integrins|affects|cell adhesion|22976135
drugs|treats|cancer|22976135
cilengitide|inhibits|integrin|22976135
cilengitide|isa|treatment|22976135
cilengitide|affects|vasculature|22976135
Cilengitide|treats|patients|22976135
Cilengitide|treats|glioblastoma multiforme|22976135
Cilengitide|treats|malignant glioma|22976135
Integrins|part_of|tumor cells|22989076
EMD121974|inhibits|integrin|22989076
integrin|part_of|cells|22989076
integrin|part_of|tumor endothelial cells|22989076
vascular endothelial growth factor|interacts_with|rapamycin|23060541
